"u_account","u_account.name","u_account.u_number","acv","acv_usd","annual_list_value","annual_list_value_usd","contract","notes","product_price","quantity","sales_price","product_price.product.u_family_3","product_price.product.u_family_2","number"
"John Wiley & Sons Inc","John Wiley & Sons Inc","ACCT0004421","1,428","1,428","1,428","1,428","CON0551261","","Now Platform App Engine Starter - Platform User (USD)","17","7","App Engine Starter","App Engine - Legacy","CLI0158486"
"Jive Investiments Consultoria LTDA","Jive Investiments Consultoria LTDA","ACCT0087439","225,599.64","44,959.65","250,677","48,300","CON0587163","","Now Platform App Engine Standard - Platform User (BRL)","161","116.77","App Engine Standard","App Engine - Legacy","CLI0121466"
"JetBlue Airways Corp","JetBlue Airways Corp","ACCT0004527","52,500","52,500","0","0","CON0602569","","Now Platform® App Engine for IT Service Management - Module (USD)","1","4,375","App Engine ITSM","Now Platform App Engine","CLI0152122"
"JetBlue Airways Corp","JetBlue Airways Corp","ACCT0004527","83,448","83,448","329,400","329,400","CON0602569","","App Engine - Fulfiller   (USD)","183","38","App Engine Fulfiller","Now Platform App Engine","CLI0152120"
"Japan Systems Co.,Ltd.","Japan Systems Co.,Ltd.","ACCT0145467","907,200","8,450.96","2,160,000","18,000","CON1226387","","App Engine - Fulfiller   (JPY)","10","7,560","App Engine Fulfiller","Now Platform App Engine","CLI0142035"
"James Cook University","James Cook University","ACCT0009879","36,460.8","27,221.27","0","0","BV-10315DY","","Now Platform® App Engine for IT Service Management - Module (AUD)","1","3,038.4","App Engine ITSM","Now Platform App Engine","CLI0197541"
"Itochu Techno-Solutions Corp - TEPCO Energy Partner Inc","Itochu Techno-Solutions Corp - TEPCO Energy Partner Inc","ACCT0145025","2,199,276","19,737.39","0","0","CON1170763","","Now Platform® App Engine for Customer Service Management - Module (JPY)","1","183,273","App Engine CSM","Now Platform App Engine","CLI0165652"
"Itadel AS","Itadel AS","ACCT0022340","312,167.52","49,460.84","0","0","CON0634886","","Now Platform® App Engine for IT Service Management - Module (DKK)","1","26,013.96","App Engine ITSM","Now Platform App Engine","CLI0191577"
"ISS Facility Services Australia Limited","ISS Facility Services Australia Limited","ACCT0022194","17,922.96","13,122.92","72,540","55,800","CON0056387","","App Engine - Fulfiller   (AUD)","31","48.18","App Engine Fulfiller","Now Platform App Engine","CLI0202593"
"Israel Aerospace Industries Ltd","Israel Aerospace Industries Ltd","ACCT0028793","52,200","52,200","0","0","CON5009792","","Now Platform® App Engine for IT Service Management - Module (USD)","1","4,350","App Engine ITSM","Now Platform App Engine","CLI0213258"
"IPSEN","IPSEN","ACCT0009174","19,080","23,432.15","48,060","54,000","CON0673132","","App Engine - Fulfiller   (EUR)","30","53","App Engine Fulfiller","Now Platform App Engine","CLI0177906"
"IPF Intl Ltd (company number 00753518)","IPF Intl Ltd (company number 00753518)","ACCT0009845","3,853.8","5,345.36","6,840","9,000","BV-00114PM-3rd party","","App Engine - Fulfiller   (GBP)","5","64.23","App Engine Fulfiller","Now Platform App Engine","CLI0149221"
"Investec Bank Ltd","Investec Bank Ltd","ACCT0023159","30,300","30,300","42,000","42,000","CON0035429","","Now Platform App Engine Starter - Platform User (USD)","500","5.05","App Engine Starter","App Engine - Legacy","CLI0119220"
"Invesco Ltd","Invesco Ltd","ACCT0006177","774,230.4","774,230.4","2,224,800","2,224,800","32511BW","","App Engine - Unrestricted User (USD)","9,270","6.96","App Engine Unrestricted User","Now Platform App Engine","CLI0173806"
"Intuitive Surgical Inc","Intuitive Surgical Inc","ACCT0005742","44,820","44,820","298,800","298,800","CON0082537","","Now Platform App Engine Starter - Unrestricted User (USD)","8,300","0.45","App Engine Starter","App Engine - Legacy","CLI0123452"
"Intuitive Surgical Inc","Intuitive Surgical Inc","ACCT0005742","6,548.4","6,548.4","20,544","20,544","CON0082537","","Now Platform App Engine Starter + - Platform User (USD)","107","5.1","App Engine Starter","App Engine - Legacy","CLI0123454"
"Interuniversitair Micro-Electronica Centrum VZW IMEC","Interuniversitair Micro-Electronica Centrum VZW IMEC","ACCT0051662","8,748","10,402.25","16,020","18,000","CON0060621","","App Engine - Fulfiller   (EUR)","10","72.9","App Engine Fulfiller","Now Platform App Engine","CLI0208176"
"Intelligent Imaging Systems Inc","Intelligent Imaging Systems Inc","ACCT0040685","8,400","8,400","0","0","CON0097250","","Now Platform® App Engine for Customer Service Management - Module (USD)","1","700","App Engine CSM","Now Platform App Engine","CLI0207045"
"Integris Health Inc","Integris Health Inc","ACCT0000698","0","0","0","0","19514MD","","Now Platform® App Engine for IT Service Management - Module (USD)","1","0","App Engine ITSM","Now Platform App Engine","CLI0159461"
"Insurance Australia Ltd","Insurance Australia Ltd","ACCT0027014","0","0","0","0","CON0075169","","Now Platform App Engine Standard - Platform User (AUD)","0","0","App Engine Standard","App Engine - Legacy","CLI0128355"
"Insurance Australia Ltd","Insurance Australia Ltd","ACCT0027014","155,349.6","116,455.85","606,060","466,200","CON0075169","","App Engine - Fulfiller   (AUD)","259","49.98","App Engine Fulfiller","Now Platform App Engine","CLI0186626"
"Institute Of Chartered Accountants In England And Wales Ltd ICAEW","Institute Of Chartered Accountants In England And Wales Ltd ICAEW","ACCT0025210","14,354.52","19,780.7","0","0","CON0098680","","Now Platform® App Engine for IT Service Management - Module (GBP)","1","1,196.21","App Engine ITSM","Now Platform App Engine","CLI0159479"
"INRY","INRY","ACCT0026489","10,500","10,500","30,000","30,000","CON0621467","","App Engine - Unrestricted User (USD)","125","7","App Engine Unrestricted User","Now Platform App Engine","CLI0162302"
"Innogy - enviaM","Innogy - enviaM","ACCT0150728","2,557.8","3,056.57","2,616.6","2,940","CON1064782-Enviam","","Now Platform App Engine Starter - Platform User (EUR)","35","6.09","App Engine Starter","App Engine - Legacy","CLI0138860"
"Inmarsat Plc","Inmarsat Plc","ACCT0014514","5,367.84","7,302.87","0","0","CON0095587-ADDL","","Now Platform® App Engine for IT Service Management - Module (GBP)","1","447.32","App Engine ITSM","Now Platform App Engine","CLI0153796"
"Ingeus Europe Ltd","Ingeus Europe Ltd","ACCT0007530","2,872.8","3,968.42","2,736","3,600","BV-11315JA","","App Engine - Fulfiller   (GBP)","2","119.7","App Engine Fulfiller","Now Platform App Engine","CLI0141697"
"Infosys Technologies Ltd","Infosys Technologies Ltd","ACCT0005746","540,000","540,000","2,700,000","2,700,000","06712JM-INTERNAL","","App Engine - Fulfiller   (USD)","1,000","45","App Engine Fulfiller","Now Platform App Engine","CLI0178569"
"Infosys Technologies Ltd","Infosys Technologies Ltd","ACCT0005746","10,416","10,416","18,000","18,000","PA-INFO0709202020Q31","","App Engine - Fulfiller   (USD)","10","86.8","App Engine Fulfiller","Now Platform App Engine","CLI0152792"
"Infosys - Sony Interactive Entertainment","Infosys - Sony Interactive Entertainment","ACCT0135601","273,600","273,600","720,000","720,000","06712JM-SONY","","App Engine - Fulfiller   (USD)","400","57","App Engine Fulfiller","Now Platform App Engine","CLI0178652"
"Infosys - RTX/Collins","Infosys - RTX/Collins","ACCT0157060","180,000","180,000","270,000","270,000","PA-INFO-03012019-COL","","App Engine - Fulfiller   (USD)","150","100","App Engine Fulfiller","Now Platform App Engine","CLI0177530"
"Infosys - RTX/Collins","Infosys - RTX/Collins","ACCT0157060","0","0","0","0","PA-INFO-03012019-RTX","","App Engine - Fulfiller   (USD)","0","100","App Engine Fulfiller","Now Platform App Engine","CLI0177486"
"Infosys - Rolls-Royce","Infosys - Rolls-Royce","ACCT0153763","312,480","312,480","540,000","540,000","PA-INFO-07092020-RR","","App Engine - Fulfiller   (USD)","300","86.8","App Engine Fulfiller","Now Platform App Engine","CLI0153193"
"Infosys - Principal Financials","Infosys - Principal Financials","ACCT0161543","92,160","92,160","288,000","288,000","06712JM-PRINFIN2","","App Engine - Fulfiller   (USD)","160","48","App Engine Fulfiller","Now Platform App Engine","CLI0213475"
"Infosys - PepsiCo","Infosys - PepsiCo","ACCT0096936","168,000","168,000","9,000,000","9,000,000","06712JM-PEPSI-SEC","","App Engine - Fulfiller   (USD)","5,000","2.8","App Engine Fulfiller","Now Platform App Engine","CLI0146622"
"Infosys - Movement Mortgage","Infosys - Movement Mortgage","ACCT0157659","66,000","66,000","180,000","180,000","06712JM-MOVEMORT","","App Engine - Fulfiller   (USD)","100","55","App Engine Fulfiller","Now Platform App Engine","CLI0185226"
"Infosys - Mondelez","Infosys - Mondelez","ACCT0156974","180,000","180,000","540,000","540,000","06712JM-MOND","","App Engine - Fulfiller   (USD)","300","50","App Engine Fulfiller","Now Platform App Engine","CLI0175619"
"Infosys - Exxon Mobil","Infosys - Exxon Mobil","ACCT0143079","30,000","30,000","90,000","90,000","06712JM-EXMOB3","","App Engine - Fulfiller   (USD)","50","50","App Engine Fulfiller","Now Platform App Engine","CLI0159433"
"Infosys - Emerson","Infosys - Emerson","ACCT0111130","21,000","21,000","84,000","84,000","06712JM-EMER2","","Now Platform App Engine Starter - Platform User (USD)","1,000","1.75","App Engine Starter","App Engine - Legacy","CLI0213155"
"Infosys - Emerson","Infosys - Emerson","ACCT0111130","93.6","93.6","300","300","06712JM-EMER","","Now Platform App Engine Standard - Platform User (USD)","1","7.8","App Engine Standard","App Engine - Legacy","CLI0121412"
"Infosys - Emerson","Infosys - Emerson","ACCT0111130","30,000","30,000","96,000","96,000","06712JM-EMER2","","Now Platform App Engine Starter + - Platform User (USD)","500","5","App Engine Starter","App Engine - Legacy","CLI0213154"
"Infosys - Emerson","Infosys - Emerson","ACCT0111130","7,200","7,200","23,040","23,040","06712JM-EMER","","Now Platform App Engine Starter + - Platform User (USD)","120","5","App Engine Starter","App Engine - Legacy","CLI0121155"
"Infosys - Assurant Inc","Infosys - Assurant Inc","ACCT0127881","3,240","3,240","3,600","3,600","06712JM-ASSUR3","","Now Platform App Engine Professional - Platform User (USD)","3","90","App Engine Professional","App Engine - Legacy","CLI0120636"
"Infosys - Assurant Inc","Infosys - Assurant Inc","ACCT0127881","107,640","107,640","172,224","172,224","06712JM-ASSUR3","","Now Platform App Engine Starter + - Platform User (USD)","897","10","App Engine Starter","App Engine - Legacy","CLI0120637"
"Information Services Group India","Information Services Group India","ACCT0079908","20,736","20,736","28,800","28,800","CON0552469-CNA","","App Engine - Unrestricted User (USD)","120","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149697"
"Information Services Group India","Information Services Group India","ACCT0079908","15,552","15,552","21,600","21,600","CON0552469-isggovxvz","","App Engine - Unrestricted User (USD)","90","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149426"
"Information Services Group India","Information Services Group India","ACCT0079908","1,728","1,728","2,400","2,400","CON0552469-MTI","","App Engine - Unrestricted User (USD)","10","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0150005"
"Information Services Group India","Information Services Group India","ACCT0079908","9,849.6","9,849.6","13,680","13,680","CON0552469-ISGJCI","","App Engine - Unrestricted User (USD)","57","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149202"
"Information Services Group India","Information Services Group India","ACCT0079908","8,640","8,640","12,000","12,000","CON0552469-CARNIVAL","","App Engine - Unrestricted User (USD)","50","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149871"
"Information Services Group India","Information Services Group India","ACCT0079908","10,713.6","10,713.6","14,880","14,880","CON0552469-XSP","","App Engine - Unrestricted User (USD)","62","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149133"
"Information Services Group India","Information Services Group India","ACCT0079908","8,640","8,640","12,000","12,000","CON0552469-Medtronic","","App Engine - Unrestricted User (USD)","50","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149436"
"Information Services Group India","Information Services Group India","ACCT0079908","21,600","21,600","30,000","30,000","CON0552469-addprod3","","App Engine - Unrestricted User (USD)","125","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0155336"
"Information Services Group India","Information Services Group India","ACCT0079908","4,320","4,320","6,000","6,000","CON0552469-x41","","App Engine - Unrestricted User (USD)","25","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0167906"
"Information Services Group India","Information Services Group India","ACCT0079908","1,728","1,728","2,400","2,400","CON0552469-PROD4","","App Engine - Unrestricted User (USD)","10","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149939"
"Information Services Group India","Information Services Group India","ACCT0079908","1,728","1,728","2,400","2,400","CON0552469-OGE","","App Engine - Unrestricted User (USD)","10","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149886"
"Information Services Group India","Information Services Group India","ACCT0079908","1,728","1,728","2,400","2,400","CON0552469-internal","","App Engine - Unrestricted User (USD)","10","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149461"
"Information Services Group India","Information Services Group India","ACCT0079908","19,008","19,008","26,400","26,400","CON0552469- Marriott","","App Engine - Unrestricted User (USD)","110","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149348"
"Information Services Group India","Information Services Group India","ACCT0079908","1,728","1,728","2,400","2,400","CON0552469-nonprod2","","App Engine - Unrestricted User (USD)","10","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0159250"
"Information Services Group India","Information Services Group India","ACCT0079908","6,912","6,912","9,600","9,600","CON0552469-Acelity","","App Engine - Unrestricted User (USD)","40","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149858"
"Information Services Group India","Information Services Group India","ACCT0079908","10,713.6","10,713.6","14,880","14,880","CON0552469-igovern","","App Engine - Unrestricted User (USD)","62","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149297"
"Information Services Group India","Information Services Group India","ACCT0079908","16,588.8","16,588.8","23,040","23,040","CON0552469-MTI2","","App Engine - Unrestricted User (USD)","96","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149433"
"Information Services Group India","Information Services Group India","ACCT0079908","1,728","1,728","2,400","2,400","CON0552469-CNO","","App Engine - Unrestricted User (USD)","10","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149403"
"Information Services Group India","Information Services Group India","ACCT0079908","2,419.2","2,419.2","3,360","3,360","CON0552469-XTM","","App Engine - Unrestricted User (USD)","14","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149302"
"Information Services Group India","Information Services Group India","ACCT0079908","3,456","3,456","4,800","4,800","CON0552469-OricaAust","","App Engine - Unrestricted User (USD)","20","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149909"
"Information Services Group India","Information Services Group India","ACCT0079908","11,232","11,232","15,600","15,600","CON0552469-XXYLEM","","App Engine - Unrestricted User (USD)","65","14.4","App Engine Unrestricted User","Now Platform App Engine","CLI0149139"
