Acct Number,Account,Cacv
ACCT0201770,ANSR Global Corp Pvt Ltd,"101,200.98"
ACCT0110839,Keter Plastic Ltd,"101,049"
ACCT0151680,GoodRx Inc,"101,016"
ACCT0152217,GOVW Grand Cental,"100,998"
ACCT0039726,Insearch Ltd,"100,986.56"
ACCT0120792,FTZ Autodele & Vaerktoej AS,"100,976.52"
ACCT0196447,Seddiqi Holding LLC,"100,876.98"
ACCT0009424,Wachtell Lipton Rosen & Katz,"100,854"
ACCT0195170,ViiMed,"100,832.70"
ACCT0164723,Emcure Pharmaceuticals Ltd,"100,800"
ACCT0202168,UniKomm - Social Development Bank,"100,800"
ACCT0037411,Wayne County Airport Authority,"100,800"
ACCT0183191,The Gober Group,"100,761"
ACCT0180222,DXC - SPIE Information & Communication Services GmbH,"100,712.72"
ACCT0168907,Hexaware Technologies Inc (MSP) – Inland,"100,640.04"
ACCT0023532,Group Health Cooperative of South Central Wisconsin,"100,590"
ACCT0122600,US Dept Of Energy DOE – eDARS,"100,587.84"
ACCT0154852,Financial Consumer Agency of Canada,"100,537.19"
ACCT0211817,L3Harris Space & Airborne Systems (IRAD),"100,500"
ACCT0163289,Sopra Steria AS - University Of Oslo,"100,470.48"
ACCT0167782,L&T Infotech - Bakelite Synthetics Group,"100,440"
ACCT0141627,Nuvolo - Sutter Health,"100,411.80"
ACCT0009455,Watlow Electric Manufacturing Co,"100,360.98"
ACCT0173093,Teccle operations GmbH,"100,344.03"
ACCT0158982,Home Partners of America Inc,"100,332.96"
ACCT0002985,Yeshiva University,"100,321.44"
ACCT0171641,Factor5 - University Of Technology Sydney,"100,236.87"
ACCT0203175,UniKomm - Saudi Red Sea Authority,"100,236"
ACCT0090431,Bestseller Wholesale India Pvt Ltd,"100,198.98"
ACCT0009010,Dagrofa Aps,"100,133.02"
ACCT0150341,IBM - Infineum,"100,052.26"
ACCT0025246,Integrated Global Solutions Ltd,"100,035"
ACCT0071576,ProLogic ITS LLC,"100,027.20"
ACCT0008462,Vesta Corporation,"100,009.80"
ACCT0191285,SOLVVision AG - Kromberg & Schubert GmbH & Co. KG Kabel-Automobiltechnik,"100,006.35"
ACCT0055921,Lamar Consolidated Independent School District (inc),"99,997.38"
ACCT0017985,Joyent Inc,"99,980.40"
ACCT0081599,Intellect Design Arena Ltd,"99,952.23"
ACCT0154534,DXC Portugal Shared,"99,947.30"
ACCT0025413,Carmignac Gestion SA,"99,939.65"
ACCT0175851,Deloitte Consulting LLP-UK-Telco Tower Co Snowball,"99,902.88"
ACCT0039480,Burckhardt Compression AG,"99,863.46"
ACCT0170137,IT Management Partners Ltd,"99,860.04"
ACCT0136072,Japan Business Systems Inc - Denso,"99,815.40"
ACCT0095387,Origami Risk LLC,"99,801.12"
ACCT0172221,Peraton - USSOCOM - US Special Operations Command,"99,780"
ACCT0144336,Massachusetts Lottery,"99,761.04"
ACCT0151734,Kotak Mahindra Life Insurance Co Ltd,"99,700.98"
ACCT0015950,"Constant Contact, Inc.","99,675.66"
ACCT0011716,Takko Holding GmbH,"99,516.54"
ACCT0153567,Swisscom Schweiz AG - Mirabaud & Cie SA,"99,480.69"
ACCT0065997,Blain Supply Inc,"99,460.98"
ACCT0000161,City Of Oakland,"99,450"
ACCT0022283,Parramatta City Council,"99,412.91"
ACCT0023558,Stephenson Harwood LLP,"99,411.68"
ACCT0150765,Equifax Inc - FedRamp SSA,"99,399.96"
ACCT0000433,Tri Counties Bank,"99,399.90"
ACCT0082726,Boult Wade Tennant LLP,"99,380.55"
ACCT0037384,Inogen Inc,"99,364.98"
ACCT0073168,CTBC Bank Corp USA,"99,360"
ACCT0031897,Elementia Servicios Administrativos SA de CV,"99,335.76"
ACCT0160445,De Havilland Aircraft of Canada Ltd,"99,308.96"
ACCT0002710,Howard University,"99,306"
ACCT0037525,"SERVIHABITAT SERVICIOS INMOBILIARIOS, S.L.U.","99,295.62"
ACCT0091671,Low Carbon Contracts Co Ltd,"99,252.40"
ACCT0159959,Magellan Partners,"99,230.15"
ACCT0038281,Banco Sabadell Miami Branch,"99,180"
ACCT0032739,The Johns Hopkins Health System Corporation,"99,150.72"
ACCT0093810,Cosmo Energy Holdings Co Ltd,"99,042.99"
ACCT0119984,Acclaim Systems Inc - Commonwealth Of Pennsylvania,"98,952"
ACCT0028003,Aurobindo Pharma Ltd,"98,952"
ACCT0173768,Geistlich Pharma AG,"98,918.89"
ACCT0009726,Genpact LLC,"98,867.76"
ACCT0153127,Baringa Partners LLP,"98,854.73"
ACCT0178178,HCL - Price Chopper,"98,850"
ACCT0023145,MYOB Group Pty Ltd,"98,750.23"
ACCT0148575,PRS for Music Limited,"98,743.08"
ACCT0072011,Planmeca Oy,"98,728.72"
ACCT0040538,UnitedHealth Group – ProHealth NY,"98,537.64"
ACCT0094209,Telstra PBS Ltd,"98,481"
ACCT0134192,NTT Data Romania SA,"98,411.87"
ACCT0020632,Axians Networks Ltd,"98,342.30"
ACCT0175152,Nexco System Solutions Company Limited (IT Operations),"98,166.09"
ACCT0005378,Milgard Manufacturing LLC,"98,166"
ACCT0090486,US Dept Of Commerce Bureau Of Industry And Security BIS,"98,136.24"
ACCT0096720,Corporacion Grupo Romero,"98,118"
ACCT0021781,QinetiQ Group Plc,"98,104.48"
ACCT0017173,National House-Building Council (NHBC),"98,095.78"
ACCT0045722,Imperial PFS Corp,"97,994.88"
ACCT0214701,Baxter Pharmaceutical Solutions DBA Simtra,"97,956.54"
ACCT0020717,Technopolis Holding Oyj,"97,932.96"
ACCT0091524,MIC Tigo Tanzania Ltd,"97,932"
ACCT0020650,Stowe Holdings (Pty) Ltd,"97,920"
ACCT0119502,SCSK Europe Ltd,"97,898.08"
ACCT0180283,Intershop Communications AG,"97,884.17"
ACCT0002886,Sherritt Intl Corp,"97,843.80"
ACCT0010425,AEG Worldwide,"97,776"
ACCT0058353,Towne Park LLC,"97,680"
ACCT0155926,BlueIT SpA,"97,647.18"
ACCT0026460,Cisel Informatique SA,"97,581.98"
ACCT0120628,Newfoundland Power,"97,480.44"
ACCT0172025,"NTT Docomo, Inc. (Campus Operation)","97,393.56"
ACCT0049359,Ipswich City Council,"97,387.21"
ACCT0019704,Lanekassen,"97,381.56"
ACCT0089442,Ligado Networks LLC,"97,344"
ACCT0005749,Shure Inc,"97,302"
ACCT0078448,SEGRO Administration Limited,"97,247.57"
ACCT0081748,GIE Amphitheatre,"97,236.43"
ACCT0033297,Arbuthnot Latham & Co Ltd,"97,192.42"
ACCT0009161,Deloitte LLP Canada (Partner),"97,153.94"
ACCT0025836,Editions Lefebvre Sarrut ELS,"97,136.65"
ACCT0014372,Penguin Random House Australia Pty Ltd,"97,131.71"
ACCT0128311,Rakuten Securities Inc,"97,049.81"
ACCT0213457,ApS KBUS 18,"96,996.57"
ACCT0176650,Converged Security Solutions,"96,958.98"
ACCT0033072,St. Vrain Valley School District,"96,930.12"
ACCT0035825,Johns Hopkins Bloomberg School of Public Health,"96,887.76"
ACCT0093776,WLI UK Ltd,"96,848.71"
ACCT0032645,Certis CISCO Security Pte Ltd,"96,840"
ACCT0172003,Circulo de Credito,"96,813"
ACCT0010283,Kilpatrick Townsend & Stockton LLP,"96,752.40"
ACCT0032867,The Paradies Shops LLC,"96,708"
ACCT0149396,State of Hawaii - Department of Transportation,"96,480.14"
ACCT0030070,Narita Intl Airport Corp,"96,424.85"
ACCT0149333,Computer Sciences Corp - Fastweb,"96,396.60"
ACCT0135968,Progressive Building Society,"96,379.53"
ACCT0041442,Chelan County Public Utility District,"96,306.12"
ACCT0006041,University Of California Santa Barbara,"96,260.04"
ACCT0126907,Tata Consultancy Services - Mitsubishi,"96,233.83"
ACCT0022560,State Trustees Ltd,"96,227.52"
ACCT0028804,Toyo Tire Corp,"96,209.31"
ACCT0172438,Big River Steel,"96,200.04"
ACCT0133758,NTT Communications Corp (MSS),"96,174.01"
ACCT0162378,Grupo 3778,"96,170.87"
ACCT0151524,HKT Ltd MSP II,"96,127.20"
ACCT0127419,SP Richards Co,"96,124.08"
ACCT0171979,Sysmex Europe SE,"96,078.34"
ACCT0181027,Swisscom Schweiz AG - PostFinance,"96,056.27"
ACCT0141763,NTT Communications Corp-Aeon IBS,"96,046.97"
ACCT0083936,Nanyang Polytechnic,"96,010.82"
ACCT0016694,AAH Pharmaceuticals Ltd,"96,004.26"
ACCT0014546,Utility Warehouse Ltd,"96,002.90"
ACCT0000283,Prudential Financial Inc,"96,000"
ACCT0149600,Block Solutions,"95,997.23"
ACCT0158567,Accesa IT Group GmbH,"95,967.24"
ACCT0119545,Generation-E Productivity Solutions Pty Ltd,"95,967.13"
ACCT0021215,Loto-Quebec,"95,945.28"
ACCT0014963,AutoCanada Software Inc.,"95,930.10"
ACCT0079961,DFC (SERVICES) PTY LTD,"95,925.67"
ACCT0068885,Victorian Gambling and Casino Control Commission,"95,922.20"
ACCT0032678,TAL Apparel Ltd,"95,921.04"
ACCT0086135,Alternate Solutions Health Network,"95,870"
ACCT0159786,American Regent Inc,"95,844"
ACCT0048066,Modern Technology Solutions Inc,"95,800.08"
ACCT0078565,Gas South LLC,"95,790"
ACCT0031753,Correctional Service Canada,"95,769.33"
ACCT0013994,Dept Of Interior - Interior Business Center,"95,744.88"
ACCT0026344,MIT Sloan School of Management,"95,718.17"
ACCT0075888,Capital Farm Credit,"95,700"
ACCT0124878,Telia Finance AB,"95,693.75"
ACCT0152116,Jacobs Engineering Group Inc - NA,"95,679.96"
ACCT0006405,Belkin International Inc,"95,677.44"
ACCT0215738,Kodiak Solutions LLC,"95,553.12"
ACCT0043417,"Heilind Electronics, Inc.","95,545.08"
ACCT0135319,USAF Chief Data Office CDO,"95,542.92"
ACCT0069493,Boot Barn Inc,"95,500.98"
ACCT0013254,World Acceptance Corp,"95,495.08"
ACCT0013258,MicroPort Orthopedics Inc,"95,440.32"
ACCT0068884,DataVita Ltd,"95,388.13"
ACCT0170677,Deloitte Consulting LLP (GPS MSP),"95,315.64"
ACCT0134960,The Trustee for the Secure Electronic Registries Victoria Trust,"95,301.74"
ACCT0134746,Mohammed Bin Khalifa Bin Salman Al Khalifa Cardiac Centre MKCC,"95,232"
ACCT0065603,Talen Energy Supply LLC,"95,160"
ACCT0156754,Hillsong International Ltd,"95,155.03"
ACCT0072366,Activ Foundation Inc,"95,126.11"
ACCT0006577,California State University Los Angeles,"95,112"
ACCT0139651,Avaso Technology Solutions,"95,040"
ACCT0177646,Bacher Systems EDV GmbH,"94,927.09"
ACCT0160828,SonarSource,"94,923.99"
ACCT0147696,Move AS,"94,894.80"
ACCT0166045,Tactis - NIH AllofUs.gov,"94,859.04"
ACCT0161040,Penguin Random House Verlagsgruppe GmbH,"94,845.82"
ACCT0211703,Deloitte Consulting - Florida Agency for Healthcare Administration,"94,815.84"
ACCT0175176,DXC - Basrah Gas Co,"94,800"
ACCT0151028,INIT Innovation in Traffic Systems SE,"94,795.03"
ACCT0172019,EDEKA Rechenzentrum Sud Betriebs GmbH,"94,787.69"
ACCT0157479,Phoenix Tower International,"94,740"
ACCT0021748,BC Assessment Authority Govt Of BC,"94,723.11"
ACCT0171787,Construction Industry Council,"94,629.60"
ACCT0146314,Giffgaff Ltd,"94,601.85"
ACCT0080625,NextRadioTV,"94,580.89"
ACCT0139920,SNCF Reseau - Gouvernance Data,"94,542.27"
ACCT0067850,Tottenham Hotspur Ltd,"94,519.68"
ACCT0103279,LEM International SA,"94,477.67"
ACCT0022337,CLT-UFA SA,"94,451.82"
ACCT0169149,ITSM Consulting GmbH-Korian Holding GmbH,"94,390.66"
ACCT0150860,BraunAbility,"94,348.80"
ACCT0171135,CEPSA Quimica SA IDUN,"94,348.03"
ACCT0126497,CredibanCo,"94,344.12"
ACCT0010599,Ideal Standard International NV,"94,341.47"
ACCT0048656,Cegeka Groep NV,"94,253.84"
ACCT0083023,Dubai Integrated Economic Zones Authority,"94,203.96"
ACCT0162045,Quanterix,"94,148.04"
ACCT0077878,Anas SpA,"94,091.14"
ACCT0138765,California Unemployment Insurance Appeals Board,"94,080"
ACCT0023543,Science & Technology Facilities Council,"94,052.99"
ACCT0078122,Bossers & Cnossen Groep BV,"94,051.73"
ACCT0066623,La Croix-Rouge Luxembourgeoise,"93,871.63"
ACCT0038048,Hong Kong Science and Technology Parks Corp,"93,861.08"
ACCT0176858,Revenue Solutions Inc RSI,"93,808.98"
ACCT0109732,IBM Brasil Ltda,"93,786.06"
ACCT0146992,EyeCare Partners,"93,780"
ACCT0061706,San Juan Unified School District,"93,770.52"
ACCT0179267,Link Logistics Real Estate,"93,754.98"
ACCT0122537,CCV Group BV,"93,690.90"
ACCT0031617,Rakuten Group Inc,"93,599.16"
ACCT0154691,Office of the Comptroller Commonwealth of Massachusetts,"93,595.20"
ACCT0021352,Ventia Solutions Pty Ltd,"93,579.33"
ACCT0120401,Capstar Bank,"93,544.98"
ACCT0057474,San Diego County Office Of Education,"93,544.56"
ACCT0141896,Rococo Co Ltd,"93,529.08"
ACCT0006998,Vera Bradley Designs Inc,"93,518.40"
ACCT0018066,Foley Hoag LLP,"93,400.98"
ACCT0002835,NYU Langone Health,"93,364.98"
ACCT0149853,Vector Communications Ltd,"93,301.98"
ACCT0033000,Comsol Networks Pty Ltd,"93,300"
ACCT0058106,The Brooklyn Hospital Center,"93,218.28"
ACCT0069133,Saint Gobain DSI Groupe - Finance /HR/Facilities,"93,100.18"
ACCT0024283,Victrex Plc,"93,099.23"
ACCT0171226,Navarino,"93,052.97"
ACCT0025903,Saint Gobain DSI Groupe - Brodrene Dahl AS,"92,960.31"
ACCT0024863,MVM Inc,"92,905.20"
ACCT0000764,Boise State University,"92,892.44"
ACCT0097819,The Alan Turing Institute,"92,782.94"
ACCT0078987,County Of Los Angeles Board Of Supervisors,"92,767.44"
ACCT0107502,Fundacion Donde,"92,749.96"
ACCT0140706,Intellivate Technologies Private Limited,"92,724"
ACCT0068955,Grupo Indukern SL,"92,706.76"
ACCT0028453,Colbun SA,"92,661"
ACCT0087679,ASM Research,"92,658"
ACCT0002571,Brookhaven National Laboratory,"92,648.40"
ACCT0086575,Mediterranean Shipping Co France SA,"92,645.48"
ACCT0077977,Santa Barbara County Dept Of Behavioral Wellness,"92,610"
ACCT0157316,Communication Systems GmbH,"92,460.97"
ACCT0147212,Nutanix Xi,"92,460"
ACCT0019130,Hoffmann IT & General Services GmbH,"92,412.38"
ACCT0120197,USMC – Marine Corps Community Services (MCCS),"92,398.20"
ACCT0129655,Zyston LLC,"92,175"
ACCT0078777,Mundipharma IT Services Ltd,"92,160"
ACCT0065628,Gulfport Energy Corporation,"92,115.36"
ACCT0081537,Bath & North East Somerset Council,"92,105.94"
ACCT0172675,Automize AS - Bang & Olufsen AS,"92,059.85"
ACCT0086807,Rail Settlement Plan Ltd,"92,009.50"
ACCT0168101,Deloitte Advisory Banking Review,"91,962.48"
ACCT0148032,Generali Brasil Seguros SA,"91,930.12"
ACCT0101128,Serco Inc - IMCOM,"91,893.24"
ACCT0037632,Leidos (MSS),"91,857.36"
ACCT0040406,Bell Partners Inc,"91,800"
ACCT0061099,Satellite Healthcare Inc,"91,800"
ACCT0017528,Finnegan Henderson Farabow Garrett & Dunner LLP,"91,755"
ACCT0154453,Ulteig Engineers Inc,"91,722"
ACCT0056909,Pennsylvania Liquor Control Board,"91,595.16"
ACCT0165510,ITC Infotech Inc - Lufkin Industries Inc,"91,590"
ACCT0066933,Crane Aerospace And Electronics,"91,563.78"
ACCT0002422,Boston Properties Inc,"91,523.16"
ACCT0133400,Atos Intl SAS,"91,521.06"
ACCT0170339,KPMG - State of New Mexico,"91,500.12"
ACCT0008905,"WesBanco, Inc.","91,461.78"
ACCT0014196,University Of Wolverhampton,"91,339.97"
ACCT0016364,Fried Frank Harris Shriver & Jacobson LLP,"91,308"
ACCT0078254,E-Mart Inc,"91,266"
ACCT0060293,Essar Oil UK Ltd,"91,263.02"
ACCT0072786,St John Ambulance Western Australia Ltd.,"91,193.70"
ACCT0061390,Carson Tahoe Regional Healthcare,"91,078.80"
ACCT0152644,Contra Costa County Employment and Human Services,"91,006.44"
ACCT0157649,Tekion Corp,"91,000.98"
ACCT0126820,Gen II Fund Services LLC,"90,990"
ACCT0182275,IBM Canada SOC,"90,981.96"
ACCT0089324,Crown Castle Intl Corp-Small Cell NOC,"90,960.00"
ACCT0120562,CMS: Office Of Communications,"90,935.16"
ACCT0109858,NTT Communications Corp (MSP MSS2),"90,930.47"
ACCT0080571,DIA Brasil Sociedade Ltda,"90,929.16"
ACCT0037179,Council Of Europe Development Bank,"90,927.69"
ACCT0020645,Goteborg Energi AB,"90,905.48"
ACCT0028865,Gold Fields Australia Pty Ltd,"90,811.33"
ACCT0026631,Tarmac Services Ltd,"90,801.08"
ACCT0026513,Realty Income Corp,"90,750"
ACCT0021450,US Navy - 10th Fleet - Cyber Command,"90,726.36"
ACCT0135916,The Boston Consulting Group – PBU,"90,720"
ACCT0178895,DSCA - FMS,"90,714"
ACCT0026312,AMAG Austria Metall AG,"90,696.12"
ACCT0137626,Computer Sciences Corp - Bridge Investment Group,"90,658.32"
ACCT0151274,Abu Dhabi National Insurance Company PJSC,"90,624"
ACCT0144776,Glaukos Corp,"90,600"
ACCT0006614,ASSOCIATION GIDE LOYRETTE NOUEL,"90,586.43"
ACCT0139923,Olympic Broadcasting Services,"90,581.28"
ACCT0018161,Ajinomoto Foods North America Inc,"90,578.40"
ACCT0098015,Georgia Dept Of Driver Services,"90,532.20"
ACCT0010986,Wedbush Securities Inc,"90,367.20"
ACCT0028433,Muenchener Hypothekenbank eG,"90,357.51"
ACCT0022592,2S Inovacoes Tecnologicas Ltda,"90,315.12"
ACCT0110020,Verizon Visible,"90,249.96"
ACCT0177611,Logiq Consulting Ltd,"90,231.53"
ACCT0086474,"UnityBPO, Inc","90,206.40"
ACCT0168978,USSOCOM - SOIG Audit Branch,"90,188.40"
ACCT0046946,VGM Group Inc,"90,079.56"
ACCT0041188,Farmers & Merchants Bank Of Long Beach,"90,000"
ACCT0169458,Tiger Global Management LLC,"89,919.78"
ACCT0160936,OU Medicine Inc,"89,892"
ACCT0032796,Generac México S.A. de C.V.,"89,812.80"
ACCT0026718,Blue Crystal Solutions Pty Ltd,"89,812.26"
ACCT0013460,Exponent Inc,"89,716.38"
ACCT0061823,Yosemite Community College District,"89,700"
ACCT0010978,Manatt Phelps & Phillips LLP,"89,640"
ACCT0215142,Persistent Systems Inc - Everon,"89,640"
ACCT0026818,Energy Market Company Pte Ltd,"89,628"
ACCT0053735,City Of Akron,"89,590.98"
ACCT0100306,Centro De Integracao Empresa Escola CIEE,"89,541.24"
ACCT0018970,County Of Santa Barbara,"89,448"
ACCT0213733,Mosaic NetworX LLC,"89,440.98"
ACCT0179057,Games Global Operations Limited,"89,430"
ACCT0140382,Sporting Index Holdings Ltd,"89,408.01"
ACCT0177598,Microland - Indorama Ventures,"89,388.72"
ACCT0042371,Levi Ray & Shoup Inc,"89,172"
ACCT0153518,EYCT - American Water,"89,100"
ACCT0130905,Unisys (Public),"89,064"
ACCT0079483,Frankfurter Entsorgungs- und Service GmbH,"88,993.29"
ACCT0143658,InMorphis Services Pvt Ltd (MSP),"88,941.60"
ACCT0023899,Illovo Sugar Africa (Pty) Ltd,"88,920"
ACCT0163424,US Dept of Education - OFO - OBSS,"88,902.48"
ACCT0149911,ZUP,"88,858.85"
ACCT0023566,The British Land Co Plc,"88,854.51"
ACCT0073750,Fleury Michon,"88,822.35"
ACCT0181207,California Holding III Limited,"88,731.90"
ACCT0020743,Tata Consultancy Services (ICC),"88,678.80"
ACCT0199643,Operational Services GmbH & Co KG - MD ELEKTRONIK GmbH,"88,671.96"
ACCT0013336,Bdo Administration Pty Ltd,"88,656.12"
ACCT0142989,Inspire Medical Systems Inc,"88,600.98"
ACCT0006751,University Of California Merced,"88,575.00"
ACCT0109830,Valentino SpA,"88,574.38"
ACCT0163583,2TM Participacoes SA,"88,531.38"
ACCT0153906,HCL Technologies Ltd Federal,"88,512"
ACCT0095007,Vittoria Assicurazioni SpA,"88,508.78"
ACCT0084691,Robert Half Intl Inc (MSP),"88,473.60"
ACCT0139731,Purveyors South Africa Mine Services PSAMS,"88,440"
ACCT0053068,Atlas Roofing Corp,"88,363.68"
ACCT0120651,European Space Astronomy Centre,"88,362.37"
ACCT0211477,Scyne Advisory Pty Ltd,"88,335.34"
ACCT0064448,"Intercept Pharmaceuticals, Inc.","88,307.52"
ACCT0002229,United Supermarkets LLC,"88,275"
ACCT0015737,OTC Markets Group Inc,"88,261.92"
ACCT0072880,Credigy Solutions Inc,"88,254"
ACCT0029852,TOPCON Corp,"88,212.39"
ACCT0162595,Watches of Switzerland Group PLC,"88,194.47"
ACCT0059764,Travelodge Hotels Ltd,"88,099.85"
ACCT0076701,Hutchison Port Holdings,"88,058.88"
ACCT0000091,San Diego State University,"88,050.04"
ACCT0031571,Mitsubishi Heavy Industries Ltd,"88,023.66"
ACCT0027979,"Mahou, S.A.","87,935.70"
ACCT0148690,National Capital Commission,"87,922.77"
ACCT0059655,Bio Products Laboratory Holdings Ltd,"87,859.93"
ACCT0212076,Texas Department of Information Resources,"87,832.08"
ACCT0096365,systemsGo Corp,"87,807.60"
ACCT0059427,Camelot Global Services Lottery Ltd,"87,775.26"
ACCT0096281,Laticinios Bela Vista Ltda,"87,712.81"
ACCT0107453,NoaNet,"87,696"
ACCT0060808,Diakonie Nord Nord Ost Holstein gGmbH,"87,665.43"
ACCT0175445,Kyndryl - DIAN,"87,578.16"
ACCT0134734,Mitsubishi HC Capital,"87,562.44"
ACCT0152715,Beacon Hill Staffing Group LLC,"87,528.18"
ACCT0067776,ESR Limited,"87,476.44"
ACCT0045356,Henry Mayo Newhall Memorial Hospital,"87,453.66"
ACCT0074257,Credit Union 1,"87,436.38"
ACCT0166666,"Parker Management Company, LLC","87,435.06"
ACCT0152831,TSCNET Services GmbH,"87,395.25"
ACCT0028303,Britannia Industries Ltd,"87,336"
ACCT0153592,Accenture MSP - Vodafone,"87,325.08"
ACCT0021091,AMI Strategies Inc,"87,302.52"
ACCT0165091,Fujitsu Australia - AFP CATS,"87,295.27"
ACCT0007462,OARnet,"87,255.24"
ACCT0111385,Apprentice Information Systems Inc,"87,192.60"
ACCT0165705,Woh Hup Pvt Ltd,"87,183.60"
ACCT0009772,Coimisiun na Mean (The Media Commission),"87,137.43"
ACCT0058967,Charter Hall Limited,"87,075.20"
ACCT0155420,Kyndryl Japan DSP,"87,069.83"
ACCT0162449,2Seventy Bio Inc,"87,048.54"
ACCT0098817,Northeast Delta Dental,"87,018"
ACCT0097975,Gladstone Ports Corp Ltd,"87,008.84"
ACCT0038118,Senior Sistemas SA,"86,986.78"
ACCT0072952,Saison Information Systems Co Ltd,"86,914.65"
ACCT0020186,The Bancorp Bank,"86,840"
ACCT0162936,Greater Manchester Combined Authority,"86,810.07"
ACCT0124360,Retune AB,"86,800.65"
ACCT0022873,Giacom World Networks Ltd,"86,774.55"
